college_tier,cgpa,internships,github_projects,backlogs,hackathons,certifications,skills,advanced_skills,intermediate_skills,basic_skills,aptitude_score,job_role,salary_lpa
Tier 2,6.99,1,3,1,4,6,"JavaScript, Machine Learning",1,0,1,49.5,Data Analyst,9.86
Tier 1,7.91,1,2,0,1,1,"Java, Node.js, PyTorch, SQL, HTML/CSS",1,2,2,61.6,Backend Developer,16.47
Tier 1,6.53,0,1,1,0,4,"Node.js, AWS, Java, PyTorch",1,3,0,53.7,Backend Developer,10.76
Tier 3,7.15,3,5,2,0,3,"Python, Docker, Linux, Node.js",0,3,1,37.4,DevOps Engineer,10.44
Tier 3,8.57,2,2,0,3,4,"Docker, Git, Python, Django",0,3,1,51.9,Backend Developer,10.84
Tier 2,7.83,0,4,0,2,3,"DSA, Excel, Deep Learning, Linux",2,0,2,63.5,Data Analyst,13.23
Tier 3,6.31,0,3,0,3,2,"Docker, Node.js, Excel, DSA",1,2,1,46.3,Backend Developer,9.97
Tier 3,5.47,1,2,0,1,2,"SQL, AWS, Git, PyTorch",1,1,2,34.1,Junior Developer,4.35
Tier 3,6.53,2,1,0,1,1,HTML/CSS,0,0,1,44.0,Junior Developer,6.45
Tier 3,6.77,1,0,3,1,2,"PyTorch, React, AWS, Docker, Machine Learning",2,3,0,41.3,DevOps Engineer,10.07
Tier 2,7.91,0,1,0,0,2,"JavaScript, Django, DSA, TensorFlow",2,1,1,55.3,Web Developer,15.48
Tier 1,5.58,0,2,1,2,1,Java,0,1,0,48.8,Junior Developer,4.59
Tier 3,6.0,2,0,0,0,5,"Docker, React, Node.js, Java",0,4,0,35.0,Backend Developer,7.67
Tier 3,6.47,1,2,0,1,1,"Python, JavaScript, React, Git",0,2,2,45.7,Junior Developer,7.42
Tier 1,9.03,1,1,1,0,0,HTML/CSS,0,0,1,62.9,Web Developer,6.13
Tier 3,6.47,1,3,0,1,1,"Docker, Linux",0,1,1,44.9,Backend Developer,7.73
Tier 1,5.85,1,2,3,3,0,"SQL, Deep Learning",1,0,1,42.6,Junior Developer,5.63
Tier 3,6.63,2,1,1,1,3,"Excel, React, PyTorch, Django, AWS",1,3,1,51.7,Web Developer,10.95
Tier 2,4.0,0,1,0,1,2,Django,0,1,0,18.3,Junior Developer,3.24
Tier 2,5.71,2,4,1,2,0,"React, Python, HTML/CSS, TensorFlow",1,2,1,51.9,Junior Developer,6.19
Tier 3,5.84,0,4,1,3,1,"Django, Git, Excel",0,1,2,40.5,Junior Developer,4.59
Tier 2,6.36,0,3,0,1,4,"Deep Learning, SQL, PyTorch, Django, Git",2,1,2,43.4,Backend Developer,9.85
Tier 1,5.83,0,3,0,1,3,DSA,1,0,0,46.7,Junior Developer,6.22
Tier 1,7.93,0,0,1,1,2,"AWS, Docker, Excel",0,2,1,43.8,DevOps Engineer,10.49
Tier 2,6.87,0,2,1,0,1,"HTML/CSS, JavaScript, DSA, Django, Node.js",1,2,2,57.2,Web Developer,9.93
Tier 3,9.06,0,2,0,1,2,"HTML/CSS, TensorFlow",1,0,1,71.3,Data Scientist,15.91
Tier 1,8.35,0,3,0,1,2,"Linux, DSA, HTML/CSS, SQL, Machine Learning, Java",2,1,3,66.0,Backend Developer,17.33
Tier 1,7.46,3,1,1,1,2,"React, Java, Excel, HTML/CSS, Linux",0,2,3,53.9,Junior Developer,8.65
Tier 1,8.33,3,1,1,2,1,"PyTorch, HTML/CSS, Django",1,1,1,54.6,Web Developer,15.61
Tier 3,8.19,0,4,1,5,1,"TensorFlow, Linux, Java, React, DSA, SQL",2,2,2,62.4,Software Engineer,19.35
Tier 2,8.13,2,2,0,0,2,"Linux, Java",0,1,1,56.5,Backend Developer,9.91
Tier 3,7.6,1,2,0,1,3,"Node.js, Django, PyTorch, Docker",1,3,0,55.2,Backend Developer,16.4
Tier 3,5.37,0,2,0,2,1,"PyTorch, Node.js, Deep Learning, Docker",2,2,0,51.0,Junior Developer,4.87
Tier 2,6.03,1,0,0,1,0,"JavaScript, Java",0,1,1,40.3,Junior Developer,7.15
Tier 1,6.19,1,1,0,2,1,TensorFlow,1,0,0,52.0,Junior Developer,8.81
Tier 3,4.82,3,3,0,0,5,Linux,0,0,1,53.9,Junior Developer,3.28
Tier 3,6.25,0,3,1,2,2,Excel,0,0,1,48.6,Data Analyst,5.63
Tier 2,5.74,1,1,1,0,2,"Git, DSA",1,0,1,42.6,Junior Developer,6.25
Tier 1,8.22,3,1,0,1,0,TensorFlow,1,0,0,54.4,Data Scientist,23.9
Tier 1,5.42,2,1,0,1,3,Linux,0,0,1,37.1,Junior Developer,4.17
Tier 2,7.46,1,3,0,3,1,Machine Learning,1,0,0,48.6,Data Scientist,16.28
Tier 3,8.48,0,2,0,2,1,"Docker, Java",0,2,0,60.0,Backend Developer,10.16
Tier 1,7.24,1,2,0,1,5,Django,0,1,0,53.4,Backend Developer,10.42
Tier 1,5.38,1,1,1,1,1,"Node.js, SQL, Excel, Docker",0,2,2,33.3,Junior Developer,3.92
Tier 3,7.1,2,1,0,1,2,"AWS, TensorFlow, Excel, HTML/CSS",1,1,2,47.7,Data Analyst,13.1
Tier 1,5.18,3,2,1,1,4,"Node.js, React, Deep Learning, AWS",1,3,0,43.1,Junior Developer,4.41
Tier 3,6.49,3,3,2,1,1,"Excel, SQL",0,0,2,47.7,Data Analyst,6.86
Tier 3,7.22,0,4,1,2,3,"Docker, TensorFlow",1,1,0,63.5,Backend Developer,13.02
Tier 1,5.82,1,0,0,1,0,Node.js,0,1,0,31.4,Web Developer,5.46
Tier 3,8.56,3,0,1,0,2,"Git, AWS, Django, Deep Learning",1,2,1,55.7,DevOps Engineer,17.57
Tier 2,8.55,3,1,1,4,2,"DSA, Deep Learning, Node.js, JavaScript",2,1,1,71.5,Web Developer,15.59
Tier 3,10.0,0,2,0,1,2,React,0,1,0,69.5,Software Engineer,10.36
Tier 2,7.9,2,3,1,1,1,"PyTorch, DSA",2,0,0,54.6,ML Engineer,16.27
Tier 3,7.31,1,3,1,1,1,"Linux, Node.js, Python, Git, AWS",0,3,2,50.7,DevOps Engineer,10.0
Tier 2,6.57,2,1,5,1,0,"SQL, DSA, TensorFlow, Python",2,1,1,59.5,Backend Developer,9.8
Tier 3,7.5,0,6,1,3,2,Git,0,0,1,50.1,DevOps Engineer,6.22
Tier 2,6.76,2,0,2,1,3,Docker,0,1,0,58.1,Backend Developer,8.04
Tier 3,5.9,0,3,0,3,2,"SQL, PyTorch, React",1,1,1,48.4,Web Developer,5.92
Tier 1,7.55,0,2,0,1,0,"JavaScript, Linux",0,0,2,50.7,Data Analyst,6.73
Tier 1,5.29,2,2,3,2,0,PyTorch,1,0,0,41.7,Junior Developer,4.83
Tier 3,8.93,1,3,1,3,3,"Python, DSA",1,1,0,78.9,Software Engineer,18.91
Tier 3,7.95,0,0,0,1,2,"Django, Linux",0,1,1,56.6,Backend Developer,7.69
Tier 3,7.39,0,1,0,2,4,"Deep Learning, Java, Python, Git",1,2,1,55.1,Junior Developer,8.96
Tier 1,7.1,0,1,1,1,0,"SQL, Python",0,1,1,47.7,Backend Developer,10.04
Tier 3,5.38,0,2,1,0,2,"JavaScript, HTML/CSS, Excel, PyTorch",1,0,3,34.0,Junior Developer,4.61
Tier 3,7.81,2,4,1,1,1,"AWS, PyTorch",1,1,0,70.5,DevOps Engineer,14.64
Tier 2,6.71,3,3,1,2,1,React,0,1,0,52.2,Software Engineer,7.61
Tier 2,5.76,2,7,1,2,2,"PyTorch, Git, JavaScript, Django",1,1,2,49.0,Junior Developer,5.63
Tier 2,6.84,1,0,2,2,4,"Django, HTML/CSS, Linux, Deep Learning, JavaScript",1,1,3,50.9,Web Developer,10.57
Tier 2,6.18,4,1,0,4,3,"PyTorch, Linux, Node.js",1,1,1,37.2,Web Developer,10.54
Tier 3,5.63,1,4,2,1,1,"JavaScript, Node.js, Docker, Java",0,3,1,40.5,Junior Developer,5.01
Tier 2,7.78,0,5,1,2,2,Python,0,1,0,58.6,Backend Developer,10.18
Tier 1,7.7,4,3,1,1,0,"Python, DSA, Docker",1,2,0,59.2,Backend Developer,15.77
Tier 3,8.11,0,1,1,2,5,"Python, Excel, Docker, Node.js",0,3,1,53.4,Backend Developer,10.66
Tier 3,5.0,1,1,2,2,1,"AWS, PyTorch",1,1,0,35.6,Junior Developer,4.74
Tier 2,6.34,1,1,1,0,1,"Django, Machine Learning",1,1,0,48.8,Backend Developer,9.88
Tier 2,5.92,1,3,3,2,1,SQL,0,0,1,39.1,Junior Developer,4.8
Tier 2,8.0,0,0,0,1,1,"TensorFlow, JavaScript, Machine Learning, Django, React, Excel",2,2,2,81.1,Web Developer,15.47
Tier 3,4.71,1,0,0,0,3,JavaScript,0,0,1,20.1,Junior Developer,3.82
Tier 3,4.78,0,6,0,3,2,"Java, TensorFlow, Docker, Python",1,3,0,35.0,Junior Developer,4.54
Tier 2,8.44,0,7,0,3,3,"HTML/CSS, DSA, Git, Docker",1,1,2,60.3,DevOps Engineer,19.84
Tier 3,7.06,1,2,0,2,2,Machine Learning,1,0,0,58.6,Data Scientist,11.88
Tier 1,6.49,0,5,0,2,1,"Excel, Deep Learning, Linux, AWS, Django",1,2,2,48.5,Backend Developer,10.28
Tier 1,6.22,0,1,1,0,0,"Java, HTML/CSS, Docker",0,2,1,35.8,Backend Developer,7.62
Tier 3,6.38,0,2,2,1,0,"Java, AWS, Node.js, SQL, PyTorch",1,3,1,52.3,Backend Developer,10.18
Tier 2,8.91,3,1,0,2,2,"DSA, Excel, Machine Learning, Docker, HTML/CSS",2,1,2,72.2,Backend Developer,17.72
Tier 1,7.11,3,2,2,1,4,HTML/CSS,0,0,1,52.4,Junior Developer,6.29
Tier 1,4.0,2,2,2,1,2,"Git, AWS, TensorFlow",1,1,1,33.5,Junior Developer,4.8
Tier 2,7.56,0,3,1,2,2,"HTML/CSS, TensorFlow, Machine Learning, Python",2,1,1,64.1,Data Scientist,16.52
Tier 3,7.95,0,3,0,0,1,"TensorFlow, Git",1,0,1,63.0,Data Scientist,12.51
Tier 2,6.38,1,1,1,3,1,"Java, Docker, Python, TensorFlow",1,3,0,46.0,Backend Developer,10.01
Tier 2,7.89,0,1,0,1,2,"React, PyTorch",1,1,0,52.8,ML Engineer,15.79
Tier 1,8.73,2,0,1,1,3,"TensorFlow, Excel, Java, Git, Docker, Python",1,3,2,70.8,Backend Developer,17.62
Tier 2,7.64,3,2,0,2,3,"JavaScript, Deep Learning, Docker",1,1,1,61.4,Backend Developer,15.82
Tier 1,8.85,2,3,1,1,1,Git,0,0,1,62.7,DevOps Engineer,5.96
Tier 3,6.88,0,2,0,1,2,"Linux, Excel, PyTorch",1,0,2,53.9,Data Analyst,10.0
Tier 2,5.94,1,2,0,2,3,"Java, Git, DSA, HTML/CSS",1,1,2,47.6,Junior Developer,5.97
Tier 2,8.04,1,2,0,1,1,JavaScript,0,0,1,51.9,Data Analyst,5.81
Tier 2,5.64,0,2,2,2,1,"PyTorch, Excel, TensorFlow, Django",2,1,1,46.7,Web Developer,5.69
Tier 1,5.31,1,3,1,0,1,Java,0,1,0,29.3,Junior Developer,3.37
Tier 3,8.51,2,3,0,1,0,"JavaScript, Docker, HTML/CSS",0,1,2,48.5,Web Developer,10.11
Tier 2,4.82,0,2,4,1,1,Node.js,0,1,0,32.5,Junior Developer,2.42
Tier 2,6.97,1,0,0,2,2,"Linux, DSA, Django",1,1,1,51.0,Backend Developer,9.48
Tier 2,5.95,1,2,1,3,0,"Node.js, React, PyTorch, Linux",1,2,1,35.0,Web Developer,6.11
Tier 2,8.61,1,4,2,1,2,"Java, Django, Docker, React, HTML/CSS, Linux",0,4,2,70.4,Backend Developer,10.61
Tier 3,7.63,2,4,0,0,3,"Java, Django, Git, Python",0,3,1,51.6,Backend Developer,9.87
Tier 2,6.65,0,1,0,1,0,Node.js,0,1,0,45.4,Web Developer,8.04
Tier 1,7.62,0,0,1,0,2,Python,0,1,0,43.8,Backend Developer,10.29
Tier 2,6.68,1,2,0,2,3,"SQL, PyTorch, AWS",1,1,1,44.7,Backend Developer,9.7
Tier 3,7.13,1,1,1,0,2,"Docker, Excel, JavaScript",0,1,2,58.5,Data Analyst,7.23
Tier 3,9.43,0,1,0,2,2,"AWS, Docker, Java, Git, React, JavaScript",0,4,2,55.6,DevOps Engineer,10.28
Tier 3,8.22,1,0,0,0,2,"React, Node.js",0,2,0,57.4,Web Developer,8.68
Tier 3,7.62,0,4,1,1,4,JavaScript,0,0,1,60.6,Data Analyst,6.68
Tier 3,8.69,1,2,0,0,1,"Linux, HTML/CSS, TensorFlow, Excel, JavaScript",1,0,4,64.0,Data Analyst,12.92
Tier 2,6.27,0,0,2,3,2,"Machine Learning, AWS, SQL, Python, Linux",1,2,2,38.7,Backend Developer,9.87
Tier 3,5.34,1,3,1,0,3,"TensorFlow, DSA, Machine Learning, Python",3,1,0,49.8,Junior Developer,4.42
Tier 3,6.68,1,3,0,3,1,"DSA, Python, Deep Learning, JavaScript",2,1,1,44.4,Data Analyst,9.96
Tier 2,6.24,1,5,1,0,2,"Linux, TensorFlow, Django, HTML/CSS",1,1,2,45.6,Web Developer,9.52
Tier 2,6.95,0,1,0,2,1,"PyTorch, AWS, SQL, Git, Django",1,2,2,56.5,Backend Developer,9.77
Tier 1,7.04,0,1,1,2,5,"Java, Excel",0,1,1,51.8,Backend Developer,10.48
Tier 3,8.33,1,1,0,4,1,"AWS, Java, Git, HTML/CSS, Python, Machine Learning",1,3,2,63.2,DevOps Engineer,17.52
Tier 2,7.97,0,1,0,1,4,"TensorFlow, Node.js, AWS",1,2,0,62.0,Data Scientist,16.37
Tier 2,6.6,1,1,2,3,2,"Python, Excel, Docker, Django",0,3,1,55.7,Backend Developer,8.26
Tier 2,8.52,0,1,3,3,0,"JavaScript, Docker, Git, React, Java",0,3,2,59.5,Software Engineer,10.67
Tier 3,6.23,2,4,1,0,0,"Python, Linux, Docker, Git",0,2,2,34.8,Backend Developer,8.09
Tier 2,5.81,0,5,1,2,1,PyTorch,1,0,0,47.6,Junior Developer,6.08
Tier 2,7.51,1,2,1,1,3,"Python, JavaScript, PyTorch, HTML/CSS",1,1,2,52.7,Data Analyst,13.2
Tier 3,7.35,1,4,0,2,2,"SQL, TensorFlow, DSA",2,0,1,67.6,Data Scientist,16.29
Tier 2,6.56,2,1,1,1,0,"Node.js, Docker, Machine Learning, JavaScript, SQL",1,2,2,52.0,Backend Developer,10.06
Tier 2,10.0,0,0,0,0,6,"JavaScript, Node.js, Linux, Docker",0,2,2,71.2,DevOps Engineer,10.62
Tier 3,7.66,2,5,1,3,2,"Deep Learning, DSA",2,0,0,51.1,Data Scientist,16.35
Tier 2,6.12,2,0,1,0,3,"Machine Learning, Java, JavaScript, Deep Learning, Docker",2,2,1,51.3,Backend Developer,9.81
Tier 2,7.87,0,4,1,0,2,"SQL, Excel, Deep Learning, JavaScript, Git",1,0,4,56.0,Data Analyst,13.28
Tier 2,8.6,2,0,1,0,0,"Deep Learning, TensorFlow, Excel, Git",2,0,2,74.5,Data Scientist,23.24
Tier 2,7.02,1,3,1,6,3,"Python, HTML/CSS",0,1,1,46.7,Junior Developer,8.57
Tier 3,6.98,2,3,1,0,2,"Node.js, Excel",0,1,1,44.3,Data Analyst,8.03
Tier 2,6.85,0,1,0,2,2,React,0,1,0,49.5,Software Engineer,7.85
Tier 2,7.5,0,1,1,2,4,"Git, Excel, PyTorch, Linux",1,0,3,46.2,DevOps Engineer,15.97
Tier 1,6.92,0,0,0,0,1,"Python, SQL, DSA",1,1,1,55.5,Backend Developer,10.03
Tier 1,6.69,2,0,1,5,2,Java,0,1,0,59.7,Backend Developer,7.9
Tier 2,5.82,2,2,0,3,1,"Python, DSA",1,1,0,47.4,Junior Developer,6.52
Tier 3,8.34,1,4,1,1,2,"Python, Java, React",0,3,0,60.0,Software Engineer,9.98
Tier 2,8.55,1,2,1,1,2,"Docker, TensorFlow",1,1,0,55.7,Backend Developer,17.66
Tier 1,8.69,2,2,2,0,2,Java,0,1,0,57.3,Backend Developer,10.2
Tier 3,7.97,2,4,2,2,3,"DSA, TensorFlow, JavaScript, Node.js",2,1,1,69.2,Web Developer,15.31
Tier 3,9.53,2,1,0,1,3,"Excel, Linux, Machine Learning, HTML/CSS",1,0,3,67.7,Data Analyst,13.13
Tier 2,5.48,2,2,2,2,0,"AWS, Machine Learning",1,1,0,43.7,Junior Developer,4.17
Tier 2,7.2,1,0,1,0,5,"JavaScript, Deep Learning, DSA",2,0,1,57.4,Data Analyst,13.07
Tier 2,7.09,0,1,0,2,4,"React, PyTorch, Machine Learning, Linux",2,1,1,52.5,Data Scientist,15.62
Tier 1,8.69,0,1,1,0,3,PyTorch,1,0,0,73.9,ML Engineer,23.95
Tier 2,6.4,1,1,0,1,1,"Excel, Java",0,1,1,36.7,Backend Developer,7.88
Tier 2,8.6,3,3,1,1,1,"Excel, Java",0,1,1,72.4,Backend Developer,10.69
Tier 2,7.1,0,0,1,1,2,"JavaScript, SQL, AWS",0,1,2,54.7,Data Analyst,8.86
Tier 3,8.85,0,2,1,2,1,"Django, DSA, React",1,2,0,73.9,Software Engineer,18.09
Tier 2,6.46,1,4,1,5,2,"Deep Learning, PyTorch, Python, Node.js, Machine Learning",3,2,0,55.4,Backend Developer,9.91
Tier 2,8.63,0,4,0,2,1,"Python, Deep Learning, Machine Learning, Django",2,2,0,69.3,Data Scientist,24.45
Tier 1,5.87,1,0,2,2,1,SQL,0,0,1,51.6,Junior Developer,5.17
Tier 2,8.67,1,2,0,2,2,"Machine Learning, Deep Learning, Django",2,1,0,62.2,Data Scientist,23.35
Tier 3,7.07,0,3,0,2,0,"Git, TensorFlow",1,0,1,62.0,Data Scientist,11.77
Tier 2,6.53,1,4,0,1,3,"Git, Linux, Docker",0,1,2,49.2,DevOps Engineer,7.32
Tier 1,7.04,1,2,2,2,1,"React, Python",0,2,0,51.9,Software Engineer,10.17
Tier 2,6.26,2,3,1,0,2,"Python, TensorFlow",1,1,0,30.1,Backend Developer,9.2
Tier 2,5.23,1,1,3,0,1,Deep Learning,1,0,0,38.4,Junior Developer,4.48
Tier 2,9.67,2,7,0,2,3,"HTML/CSS, React, Git, Deep Learning, Django",1,2,2,61.5,Web Developer,15.41
Tier 2,7.48,1,4,0,2,1,"SQL, Python",0,1,1,57.8,Backend Developer,10.23
Tier 3,4.61,0,3,0,2,2,Django,0,1,0,29.7,Junior Developer,3.49
Tier 3,6.48,1,1,2,2,0,React,0,1,0,44.5,Software Engineer,5.53
Tier 2,4.97,0,3,3,1,0,"Git, AWS, JavaScript",0,1,2,36.6,Junior Developer,3.72
Tier 2,7.14,1,2,0,0,2,TensorFlow,1,0,0,54.0,Data Scientist,15.68
Tier 3,8.63,1,4,1,0,2,"Python, Machine Learning, SQL, PyTorch",2,1,1,77.1,Data Scientist,19.83
Tier 3,4.17,0,1,1,3,1,Docker,0,1,0,28.0,Junior Developer,3.76
Tier 2,7.1,1,1,1,1,2,DSA,1,0,0,54.0,Software Engineer,13.96
Tier 2,5.81,0,2,2,3,2,"SQL, Java, Git",0,1,2,34.7,Junior Developer,4.99
Tier 3,7.11,1,0,1,3,1,"Django, Python, AWS, Deep Learning, Node.js",1,4,0,55.7,Backend Developer,14.65
Tier 3,7.0,1,1,1,2,2,"Git, TensorFlow, SQL",1,0,2,53.6,Data Scientist,11.28
Tier 2,6.95,0,4,0,1,0,"Docker, AWS, Python",0,3,0,43.5,DevOps Engineer,7.93
Tier 2,4.0,1,1,1,3,3,AWS,0,1,0,24.2,Junior Developer,4.09
Tier 1,8.44,0,2,0,2,2,"Excel, Python, HTML/CSS, JavaScript, Deep Learning",1,1,3,67.8,Data Analyst,13.43
Tier 2,7.72,3,1,2,1,1,"Django, Node.js, TensorFlow",1,2,0,57.8,Web Developer,15.09
Tier 2,7.14,1,1,0,2,2,JavaScript,0,0,1,45.0,Data Analyst,6.37
Tier 1,7.44,1,2,1,1,0,"PyTorch, TensorFlow",2,0,0,52.8,Data Scientist,15.89
Tier 3,7.74,1,3,1,3,2,"DSA, Java, TensorFlow, Python",2,2,0,63.0,Software Engineer,16.32
Tier 3,7.02,2,5,0,1,2,"Node.js, Java, HTML/CSS",0,2,1,44.6,Junior Developer,8.46
Tier 2,5.82,0,2,0,3,3,"Linux, Deep Learning, Machine Learning, Python",2,1,1,52.5,Junior Developer,5.79
Tier 3,6.75,1,3,2,2,2,Java,0,1,0,46.4,Backend Developer,7.45
Tier 2,5.95,0,2,0,2,0,React,0,1,0,32.8,Web Developer,4.97
Tier 1,8.42,0,5,1,1,1,"Python, SQL, Deep Learning, Linux",1,1,2,61.0,Data Scientist,24.1
Tier 3,8.36,0,0,0,4,2,"PyTorch, HTML/CSS, Linux",1,0,2,60.6,DevOps Engineer,13.15
Tier 2,6.49,3,2,0,1,3,"Excel, React, Git, SQL, Python",0,2,3,41.0,Data Analyst,7.77
Tier 1,5.95,0,2,0,1,3,Machine Learning,1,0,0,43.8,Junior Developer,5.86
Tier 1,8.29,1,3,1,0,3,"Java, Linux",0,1,1,53.0,Backend Developer,10.49
Tier 3,5.01,1,3,1,0,1,"Deep Learning, SQL",1,0,1,27.3,Junior Developer,4.35
Tier 3,7.01,1,2,0,1,2,"Git, Docker",0,1,1,56.9,DevOps Engineer,8.91
Tier 2,6.75,0,2,0,3,3,"Machine Learning, HTML/CSS, Git, Java, JavaScript",1,1,3,43.3,Junior Developer,9.07
Tier 2,5.72,0,4,1,2,2,Excel,0,0,1,46.1,Junior Developer,4.68
Tier 3,5.71,0,1,1,1,1,"Excel, React",0,1,1,39.7,Web Developer,4.08
Tier 3,8.78,3,0,3,1,3,"PyTorch, Django, Docker, HTML/CSS, TensorFlow",2,2,1,80.1,Backend Developer,18.0
Tier 2,5.97,0,3,1,2,4,HTML/CSS,0,0,1,32.1,Junior Developer,5.38
Tier 3,6.58,0,2,0,1,5,"Deep Learning, Linux, TensorFlow, Git, HTML/CSS",2,0,3,40.2,DevOps Engineer,9.33
Tier 2,6.03,1,2,0,2,3,"DSA, Java, Linux",1,1,1,53.3,Software Engineer,10.27
Tier 2,5.15,1,3,2,2,2,Machine Learning,1,0,0,38.8,Junior Developer,4.24
Tier 1,6.57,0,1,2,1,1,JavaScript,0,0,1,45.6,Data Analyst,6.34
Tier 2,6.48,1,0,1,0,1,"DSA, Java, Python, Node.js",1,3,0,53.5,Software Engineer,9.48
Tier 2,6.37,0,0,2,4,3,"Git, HTML/CSS, Machine Learning",1,0,2,60.1,Junior Developer,8.93
Tier 3,9.63,0,1,0,2,1,"Django, Python",0,2,0,69.2,Backend Developer,10.04
Tier 3,9.23,3,2,0,1,1,React,0,1,0,65.3,Software Engineer,10.3
Tier 3,6.18,0,2,2,1,3,"JavaScript, TensorFlow, React, Excel, AWS",1,2,2,47.0,Data Analyst,10.2
Tier 2,6.08,0,1,2,3,0,"Java, AWS, Python",0,3,0,45.1,Backend Developer,7.73
Tier 3,8.98,0,7,1,2,2,"Django, React, JavaScript, DSA",1,2,1,66.6,Web Developer,14.88
Tier 3,5.91,1,1,0,0,2,"Docker, Deep Learning",1,1,0,52.4,Junior Developer,5.95
Tier 2,7.07,1,3,0,3,2,"Deep Learning, DSA, SQL, Django",2,1,1,57.6,Backend Developer,15.93
Tier 2,8.01,0,3,2,1,1,"HTML/CSS, TensorFlow, Docker",1,1,1,56.1,Backend Developer,16.94
Tier 3,6.32,0,6,0,3,5,"Git, Django, React, Machine Learning, Docker",1,3,1,44.3,Backend Developer,9.86
Tier 3,7.42,0,4,0,2,2,JavaScript,0,0,1,54.2,Data Analyst,6.74
Tier 3,7.84,0,3,1,0,0,"TensorFlow, DSA, Docker",2,1,0,55.6,Backend Developer,14.08
Tier 3,5.34,1,2,1,0,1,"Machine Learning, Linux, Git, SQL",1,0,3,35.7,Junior Developer,4.09
Tier 3,9.33,1,4,0,1,1,"Git, SQL, Django, Python",0,2,2,62.6,Backend Developer,10.26
Tier 2,7.28,1,4,2,1,1,AWS,0,1,0,53.3,DevOps Engineer,10.09
Tier 1,8.72,0,1,0,4,0,"TensorFlow, React, Docker, JavaScript",1,2,1,63.5,Web Developer,14.44
Tier 3,8.49,0,3,0,0,0,"Java, Excel, HTML/CSS, PyTorch, DSA",2,1,2,71.5,Software Engineer,17.29
Tier 2,6.31,1,2,0,0,3,DSA,1,0,0,50.8,Software Engineer,10.08
Tier 2,8.0,0,2,1,1,1,"Git, PyTorch, AWS, HTML/CSS, Excel, DSA",2,1,3,62.0,DevOps Engineer,19.72
Tier 3,8.42,4,0,0,2,0,"DSA, Java, React, Git, Deep Learning, JavaScript",2,2,2,56.5,Software Engineer,19.87
Tier 2,6.91,1,3,1,2,3,"SQL, Django, JavaScript",0,1,2,46.3,Backend Developer,7.96
Tier 2,8.59,0,2,1,1,2,"Git, Java, Linux",0,1,2,59.7,DevOps Engineer,10.26
Tier 2,5.94,2,2,1,2,2,"PyTorch, Deep Learning, AWS",2,1,0,41.8,Junior Developer,5.88
Tier 2,9.01,3,2,0,1,1,"Git, Deep Learning, TensorFlow, Node.js, React",2,2,1,74.7,Data Scientist,24.0
Tier 2,8.73,4,0,1,1,0,"Machine Learning, Docker, Python, Django, AWS",1,4,0,63.5,Backend Developer,17.76
Tier 1,7.89,1,1,0,1,2,"AWS, Deep Learning",1,1,0,57.0,Data Scientist,16.5
Tier 3,8.33,0,0,1,2,3,"Machine Learning, Node.js",1,1,0,65.4,Data Scientist,12.2
Tier 2,5.95,2,2,1,2,1,"Machine Learning, JavaScript, SQL, Java",1,1,2,35.3,Junior Developer,5.88
Tier 3,6.35,1,1,3,1,2,"AWS, PyTorch, DSA",2,1,0,48.2,Software Engineer,9.9
Tier 2,8.25,2,4,0,1,4,"Git, Java, Linux, DSA, Deep Learning, Django",2,2,2,70.3,Software Engineer,21.8
Tier 2,7.79,1,0,0,2,4,"JavaScript, Linux, AWS",0,1,2,51.6,DevOps Engineer,10.31
Tier 1,5.56,1,2,0,3,0,"Machine Learning, Java",1,1,0,47.6,Junior Developer,6.33
Tier 3,6.88,1,1,3,1,2,"DSA, JavaScript, Linux",1,0,2,49.4,Data Analyst,9.65
Tier 3,8.97,0,1,0,1,2,"React, JavaScript, AWS",0,2,1,61.7,Web Developer,10.72
Tier 1,6.88,0,2,0,3,1,"SQL, HTML/CSS, Git, React",0,1,3,46.9,Junior Developer,7.86
Tier 2,7.26,1,4,0,1,0,PyTorch,1,0,0,47.6,Junior Developer,8.65
Tier 2,6.35,0,1,1,4,2,"Linux, DSA, SQL",1,0,2,51.0,Backend Developer,10.43
Tier 2,7.06,0,2,0,1,3,"Excel, PyTorch",1,0,1,46.1,Data Analyst,13.18
Tier 3,7.82,1,2,0,2,3,"SQL, Linux, DSA",1,0,2,67.3,Backend Developer,13.55
Tier 3,6.59,1,2,3,1,8,"Java, AWS, SQL, Deep Learning, Machine Learning",2,2,1,55.7,Backend Developer,9.98
Tier 3,7.25,1,3,0,2,1,AWS,0,1,0,45.5,DevOps Engineer,9.19
Tier 3,10.0,2,3,2,0,2,JavaScript,0,0,1,68.1,Data Analyst,6.35
Tier 1,6.05,2,0,3,2,4,"Docker, Git, React",0,2,1,44.7,Software Engineer,8.36
Tier 3,8.26,3,0,0,2,2,"AWS, React, SQL, Excel, HTML/CSS",0,2,3,57.6,Data Analyst,9.53
Tier 2,7.53,2,4,0,0,1,"JavaScript, Node.js, Python, Linux, HTML/CSS",0,2,3,64.2,Web Developer,10.35
Tier 2,6.67,1,1,1,1,3,"SQL, AWS, Excel, Node.js, Django",0,3,2,48.4,Backend Developer,7.89
Tier 1,8.54,0,4,0,1,4,"Machine Learning, AWS",1,1,0,71.5,Data Scientist,23.89
Tier 2,7.51,0,2,0,2,4,"Excel, Git",0,0,2,53.3,Data Analyst,6.06
